pH,EC (µS/cm),HCO3,Cl (mg/L),SO4,Total Hardness,Na (mg/L),F
7.84,295,128.1,28.4,null,100,13.6,0.06
7.87,411,237.9,17.7,null,215,0.8,0.01
7.68,79.7,36.6,10.6,null,30,3.6,null
7.99,457.1,115.9,99.3,null,95,55.3,0.11
7.65,201.1,85.4,24.8,null,80,8.6,0.04
7.31,201.8,103.7,17.7,null,105,1.2,0.05
8.16,241.2,115.9,17.7,null,105,2.4,0.01
8.14,603.6,256.2,53.2,null,200,31.8,0.4
7.91,348.9,128.1,60.3,null,115,24.8,0.05
8.16,241.2,115.9,17.7,null,105,2.4,0.05
8.06,260.8,134.2,14.2,null,105,15.3,0.08
8.09,88.92,42.7,10.6,null,40,2.4,0.14
7.83,136.8,54.9,17.7,null,60,3.7,0.18
8.05,181.3,79.3,14.2,null,80,3.6,0.09
7.93,128.2,36.6,21.3,null,55,5.5,null
7.77,166.4,61,28.4,null,65,9.7,null
7.85,375.3,122,56.7,null,130,28,0.1
8.21,187.1,79.3,24.8,null,75,7,null
7.83,136.8,54.9,17.7,null,60,3.7,null
8.21,187.1,79.3,24.8,null,75,7,0.11
7.35,115.4,42.7,17.7,null,45,4.6,0.54
7.83,86.7,30.5,10.6,null,40,1.1,0.09
7.98,162.3,79.3,17.7,null,60,7.4,0.05
7.86,94.7,42.7,10.6,null,40,3.3,0.04
8.09,301.3,97.6,49.6,null,85,27.2,0.15
7.82,211.3,73.2,31.9,null,80,12.5,0.01
7.87,187.6,109.8,14.2,null,95,1.9,0.09
8.18,543.7,201.3,42.5,null,195,22.2,0.1
8.01,170.2,79.3,14.2,null,70,8.6,0.08
7.08,252.8,128.1,21.3,null,115,7.7,0.15
7,750,280.6,106.4,null,160,86.1,0.14
6.7,352.1,195.2,31.9,null,150,9.9,0.15
7.6,255.7,91.5,24.8,null,105,11.6,0.09
7.82,561.2,280.6,49.6,null,195,32.2,0.15
7.68,172.7,79.3,17.7,null,75,5.1,0.01
7.84,1038,420.9,106.4,null,320,60.6,0.05
7.65,258.1,91.5,35.5,null,95,16.9,0.01
7.43,192.7,91.5,14.2,null,95,2.9,0.05
6.92,243.4,109.8,21.3,null,125,1.9,null
6.8,212.1,103.7,24.8,null,85,4.9,0.21
6.72,172.9,85.4,21.3,null,45,12.5,0.32
7.68,651,231.8,99.3,null,155,62.7,0.15
8.37,357.5,176.9,31.9,null,160,12,null
7.65,718.6,329.4,53.2,null,225,50.4,0.18
7.85,590,317.2,39,null,240,29.6,0.12
7.12,565.6,384.3,31.9,null,295,14.2,0.26
7.95,1051,549,120.5,null,400,81.5,0.14
7.84,354,176.9,31.9,null,110,34.2,0.29
7.92,390,225.7,10.6,null,140,24.6,0.24
8.09,208,67.1,49.6,null,55,18.7,0.07
7.66,563.8,323.3,46.1,null,195,41.1,0.16
7.87,548.2,317.2,53.2,null,190,28.5,0.11
7.86,1323,427,216.2,null,280,124.5,0.14
8.04,629.9,428.2,28.4,null,165,86.4,0.09
8.43,78.05,67.1,17.7,null,35,3.5,0.54
7.56,377,213.5,10.6,null,155,12.3,0.13
7.68,428,244,14.2,null,190,15.5,null
7.61,388,219.6,14.2,null,180,8.4,null
8.07,612,311.1,42.5,null,245,27.3,0.17
8.16,581,268.4,39,null,170,43.3,0.16
8.08,1389,305,308.4,null,170,224.4,0.76
7.88,149,48.8,24.8,null,55,10.4,0.15
8.26,784,366,85.1,null,195,92.3,0.15
6.98,53,12.2,7.1,null,15,3.7,0.07
7.76,185,85.4,14.2,null,60,12.3,0.19
7.93,329.9,91.5,39,null,100,25.1,0.07
7.51,164.8,79.3,17.7,null,65,9.1,0.03
7.36,56.1,30.5,7.1,null,30,0.2,0.14
7.62,92.54,30.5,14.2,null,40,3.5,0.27
7.18,83.44,36.6,10.6,null,35,2.3,0.19
7.55,319.7,122,53.2,null,75,29.2,0.12
7.85,267.3,122,21.3,null,125,5.2,null
7.68,279.5,91.5,42.5,null,70,31.1,null
8.19,452.3,109.8,78,null,80,35.8,0.1
8.17,86.7,36.6,14.2,null,40,2.2,0.93
7.8,690.7,213.5,109.9,null,180,53.7,null
7.95,950.2,317.2,127.6,null,180,104,null
7.56,1992,396.5,173.7,null,425,135.6,0.32
8.15,10980,265,2772,1278,2619,1184,0.91
7.52,909,220,170,35,340,52,0.2
7.3,843,85,170,20,200,56,0.67
7,695,122,78,21,120,60,0.32
7.3,667,67,92,59,160,38,0.22
7.5,506,61,92,109,140,26,0.22
7.7,1273,366,113,145,540,43,0.87
7.8,692,268,35,5,240,20,0.37
7.54,951,366,106,22,350,53,0.34
7.72,418,244,50,6,210,10,0.15
7.4,575,226,78,2,170,45,0.54
7.83,647,311,21,4,270,4,1.64
7.49,190,61,14,15,56,9.6,0.33
7.2,95,24,5.7,3.5,24,1.5,null
7.76,887,98,146,122,215,80,0.52
7.9,417,67,62,43,116,28,0.4
7.74,652,134,96,72,205,36,0.39
7.66,1002,220,135,148,300,102,0.84
7.1,409,24,50,23,100,19,0.15
7,1640,171,347,152,320,227,0.6
7.5,590,159,71,55,220,23,0.63
7.8,3000,573,333,241,760,224,0.67
7.6,419,134,43,9,160,14,0.43
7.61,460,177,43,4,190,8,0.5
7.34,1218,305,149,87,380,86,0.66
7.49,554,183,74,20,140,58,0.51
7.67,978,281,99,18,230,51,0.41
7.62,420,110,78,6,220,2,0.53
8.22,812,390,50,27,200,99,0.38
8.04,818,323,64,66,300,61,0.14
7.96,592,262,46,31,210,44,0.18
7.91,1004,403,89,39,320,71,0.29
7.93,1906,531,280,91,510,181,0.29
8.03,576,153,71,38,175,46,0.4
8.03,718,244,99,13,190,73,0.12
7.92,832,214,142,29,155,119,1.63
7.95,1617,555,149,128,625,70,0.33
7.95,1336,543,78,85,550,41,0.35
8.18,2165,647,295,98,700,154,0.68
7.74,949,445,46,39,440,12,0.65
8.11,882,366,60,40,345,41,0.85
7.66,1987,506,348,75,705,117,0.42
7.65,831,305,64,70,380,14,0.32
7.88,950,348,67,90,405,25,0.41
7.98,830,403,36,29,380,12,0.18
7.94,1505,305,277,101,520,100,0.25
8.03,1684,427,206,101,605,101,0.45
8.18,1112,348,135,76,345,93,0.31
7.76,1021,329,85,80,310,79,0.43
8.12,671,232,71,32,270,29,0.59
8.01,582,287,21,20,205,39,0.48
7.99,841,378,28,52,335,36,0.6
7.84,1155,397,124,48,400,65,0.53
7.94,1120,372,156,26,410,58,0.63
8.17,427,220,18,7,145,28,0.16
7.85,250,122,14,2,105,8,0.26
8.09,1525,476,195,90,460,123,0.53
7.95,996,421,64,61,345,63,0.79
7.99,835,433,36,6,245,68,0.55
8.09,1477,451,202,72,375,159,1.94
7.82,616,214,67,18,175,52,1.56
7.78,1022,409,92,42,295,110,1.72
7.74,1326,354,206,79,410,103,1.6
8,1393,403,199,65,310,161,1.82
7.71,634,232,71,27,230,44,1
8.12,2026,616,284,115,290,345,1.44
7.74,1029,320,152,61,400,30,0.95
7.91,531,250,25,20,170,41,1.54
8.05,774,342,53,30,225,71,0.71
7.71,825,323,75,30,255,69,0.11
7.65,723,415,7,10,325,13,0.38
8.18,1035,366,96,70,415,37,0.48
7.81,1452,397,224,37,495,71,0.89
8.11,685,372,18,8,275,25,0.37
8.05,910,397,60,35,330,53,0.49
7.78,756,317,39,45,315,23,0.35
7.95,440,207,18,23,205,3,0.49
7.91,808,311,60,46,295,31,0.51
7.75,251,116,11,16,105,7,0.28
7.63,970,348,99,51,295,74,0.32
8.03,1944,665,231,88,640,139,0.19
7.99,664,299,32,40,280,16,0.54
7.92,1609,433,249,89,400,171,0.3
7.96,863,366,53,45,305,46,0.45
8.18,767,354,39,35,290,39,0.23
7.83,1629,616,117,98,430,164,0.53
8.19,603,336,11,8,225,32,null
7.96,1135,360,128,89,505,23,0.51
7.92,1412,665,99,10,390,116,1.18
7.85,2467,1141,135,87,230,256,1.13
7.83,1051,439,89,21,400,57,1.11
7.71,1069,580,36,3,170,170,1.18
7.72,1290,628,85,3,415,79,0.96
7.91,1093,482,71,20,145,117,1.47
7.85,1090,537,46,17,225,58,1.25
7.73,2685,878,334,122,390,432,1.43
7.94,1239,427,142,49,420,72,0.81
7.96,795,244,114,33,170,104,1.12
8.05,902,384,53,55,250,87,0.39
8.11,1146,366,128,60,350,101,0.36
8.15,821,311,67,57,310,41,0.51
7.81,1515,525,188,45,450,131,0.31
7.71,1412,500,146,78,445,118,0.66
8.01,1489,580,121,89,430,105,1.44
7.83,938,390,64,41,335,57,0.69
7.83,818,287,107,23,285,54,0.41
7.89,453,128,60,20,220,2,0.36
7.93,107,18,18,10,50,null,0.18
8.01,274,73,36,11,135,2,0.13
7.65,332,116,36,12,125,17,0.3
7.79,320,134,18,10,100,21,0.39
7.94,531,214,39,29,200,18,null
7.79,1115,348,135,58,335,88,0.98
7.79,1009,372,92,44,350,60,0.95
8.05,1401,500,114,70,435,106,0.82
7.79,1683,640,135,128,430,154,0.83
7.76,1014,363,113,73,245,117,0.43
7.87,1591,529,113,91,380,100,0.81
8.15,885,317,92,25,205,100,2.36
7.79,814,311,82,27,300,51,1.67
7.82,1011,336,131,32,330,80,1.29
7.77,889,366,67,33,265,63,0.18
7.87,303,122,21,11,135,7,0.36
8.19,588,287,25,19,245,17,0.29
7.95,525,165,50,46,190,27,0.39
8.26,1813,510,277,103,660,109,0.44
7.99,1152,470,78,56,385,71,0.31
8.11,1008,427,75,46,360,56,0.26
7.68,1131,378,110,69,365,78,0.39
8.28,2617,622,412,154,590,308,0.48
8.01,847,293,92,37,300,60,0.2
7.66,1257,281,191,83,450,79,0.47
8.29,1257,488,135,72,300,133,0.56
7.66,1268,622,78,43,220,169,0.33
8.2,4166,1074,759,65,1111,435,0.59
8.07,3035,549,560,238,440,417,0.57
8.08,3048,622,440,306,520,414,1.3
7.51,1870,329,340,95,580,152,0.7
7.14,2768,122,425,247,801,227,2.1
7.91,748,294,65,35,312,31,0.19
7.85,617,392,5,5,231,49,0.34
7.02,399,184,20,23,191,11,0.12
7.9,507,294,10,8,211,20,0.13
8.21,595,245,10,32,231,6,0.11
8.04,1047,356,35,79,201,41,0.06
8.18,351,209,10,7,151,15,0.06
7.96,610,159,25,14,121,30,0.19
7.97,426,233,10,11,181,15,0.14
8.25,406,110,20,14,111,14,0.05
8.07,273,123,15,8,131,4,0.06
7.87,647,270,40,21,231,30,0.12
7.66,1033,270,79,60,302,58,0.11
7.74,616,326,25,35,250,20,0.27
7.86,539,242,22,32,270,20,0.11
7.94,661,417,12,18,300,40,0.22
7.74,703,285,42,40,270,56,0.15
7.57,1499,206,372,53,670,62,0.11
7.97,598,236,25,32,265,32,0.2
8.28,212,169,12,4,115,22,0.64
8.1,550,375,7,10,240,37,0.28
7.43,557,352,15,19,270,32,0.24
8.18,321,169,15,19,165,14,0.22
7.98,671,310,47,50,235,69,0.31
7.71,801,417,51,70,425,47,0.3
7.82,962,305,92,96,310,56,0.49
7.45,812,195,117,48,335,32,null
7.82,1031,348,121,51,325,86,0.69
7.53,1174,445,92,46,390,66,0.25
7.73,257,67,11,21,75,14,0.42
7.91,217,79,18,8,105,2,0.42
7.93,304,18,11,126,130,8,0.41
7.82,1289,451,82,127,440,68,0.47
7.8,998,342,46,106,305,71,0.32
7.8,679,238,43,66,210,52,0.49
7.89,1310,476,114,90,60,276,0.34
7.91,818,311,50,73,270,59,0.58
7.66,1441,458,121,141,340,167,0.23
7.8,899,323,67,59,350,40,0.66
7.7,691,256,43,49,205,58,0.88
7.89,932,311,50,124,295,66,0.4
7.58,1061,390,82,80,360,75,0.39
7.54,1034,366,64,101,335,69,0.41
7.82,2779,1049,192,227,450,423,0.38
7.92,1045,384,114,46,475,22,0.25
8.18,925,287,103,78,220,99,0.47
8.15,571,281,21,12,195,37,1.43
7.79,1333,360,178,91,370,133,0.68
7.17,499,122,71,20,185,25,0.18
7.49,467,153,46,42,165,25,0.73
7.44,878,232,89,97,235,87,0.31
7.58,391,110,43,22,150,16,0.24
7.61,330,146,7,32,145,4,null
7.81,215,61,32,4,80,6,0.42
7.66,982,311,110,63,385,45,0.31
7.64,1231,415,121,97,465,64,0.95
8.03,766,287,32,93,310,20,0.85
7.78,791,226,71,89,295,38,0.4
7.56,564,140,64,44,250,15,0.06
7,478,92,96,13,140,38,0.09
8.19,485,244,18,11,210,14,0.54
8.23,1487,451,185,96,400,142,1.55
7.86,824,415,39,10,335,24,0.32
7.95,770,256,82,39,310,31,0.64
7.99,284,43,53,2,100,15,0.11
7.24,764,171,146,32,200,78,0.13
8.11,758,183,128,25,245,59,0.31
8.01,501,214,36,20,180,30,0.65
7.97,547,79,121,16,155,50,0.08
7.93,607,67,135,16,180,52,0.12
7.31,512,122,89,28,205,21,0.42
7.88,793,171,146,17,185,95,0.17
7.81,1155,183,224,63,320,112,0.13
8.01,838,317,85,34,175,98,0.36
7.56,1344,445,195,8,475,86,0.11
7.64,1385,512,178,14,545,60,0.41
8.14,780,427,21,5,350,14,0.2
7.8,1464,458,224,20,540,66,0.49
7.72,1219,354,174,40,435,70,0.55
7.91,1073,342,110,81,410,58,0.31
7.92,892,256,89,89,275,76,0.51
7.93,1217,500,82,78,350,113,0.23
8.05,625,256,50,25,250,25,0.75
8.16,804,268,96,37,225,79,0.72
7.91,852,250,60,37,350,24,0.48
7.15,1179,366,131,93,405,71,0.44
7.83,986,342,92,48,375,44,0.17
8.01,1197,403,110,102,445,68,0.61
7.92,661,293,43,26,240,41,0.22
7.84,641,311,25,18,225,40,0.27
7.78,505,177,43,37,190,25,0.32
7.83,1908,751,259,160,800,115,0.38
7.86,592,268,21,28,225,25,0.26
7.02,494,201,35,16,210,14,0.32
7.77,843,360,46,46,315,38,0.53
8.04,765,305,43,84,295,38,0.69
7.64,603,323,21,29,245,28,0.41
7.91,826,256,103,62,255,60,0.56
7.78,582,293,25,20,150,65,0.38
7.82,923,207,64,249,250,108,0.51
7.73,428,220,32,21,195,21,0.31
7.69,900,409,57,30,350,69,0.63
7.68,865,311,99,42,285,69,0.36
7.68,841,232,99,44,295,52,0.45
6.03,197,67,21,4,65,9,0.17
7.37,889,348,85,45,310,49,0.61
7.52,1061,360,121,60,370,61,0.39
7.51,690,244,67,41,265,31,0.43
7.77,531,238,35,26,185,31,0.49
7.58,887,360,35,34,200,95,0.47
7.69,1186,427,67,37,220,57,0.59
7.05,1221,268,135,49,360,50,0.59
7.77,1015,354,78,36,250,84,0.55
7.51,584,336,39,35,285,32,0.44
7.39,664,268,50,27,275,21,0.37
7.18,475,220,28,12,140,33,0.26
7.34,323,153,21,12,115,16,0.38
7.21,264,134,14,17,110,11,0.17
7.32,455,207,32,10,165,21,0.24
6.86,254,122,14,5,105,8,0.19
7.92,695,305,43,35,245,30,0.19
7.46,305,189,14,9,160,8,0.37
7.58,529,299,53,11,270,16,0.45
7.45,653,305,25,15,265,20,0.44
7.85,799,336,39,23,295,34,0.47
7.66,392,207,21,10,150,20,0.3
7.85,420,195,21,19,140,28,0.43
6.85,632,262,46,28,240,28,0.28
7.6,487,214,21,21,205,13,0.38
7.46,500,165,46,35,135,38,0.46
8.05,672,354,39,14,255,33,0.29
7.85,364,171,21,11,140,12,0.22
7.42,304,122,21,10,105,11,0.34
7.93,139,43,18,5,35,13,0.19
8.03,783,238,60,25,250,33,0.23
7.74,504,250,25,5,180,21,0.23
7.34,168,61,21,1,60,7,0.05
7.52,325,140,18,3,105,12,0.09
7.38,282,110,14,5,90,8,0.14
7.6,88,31,11,1,30,5,0.08
7.65,4316,73,1248,87,560,534,0.43
7.56,698,49,135,19,115,56,0.07
7.56,1614,122,397,82,245,203,0.21
7.28,480,140,53,10,145,24,0.1
7.72,607,323,21,21,265,19,0.27
7.86,797,372,39,55,330,35,0.66
7.64,884,342,57,43,325,41,0.37
7.83,574,281,11,29,225,14,0.35
7.88,858,415,32,41,360,32,0.42
7.8,892,445,35,51,400,32,0.56
7.92,587,299,11,9,245,19,1.03
7.71,745,354,28,25,310,23,0.48
7.97,1256,305,213,52,430,117,0.62
7.81,2160,720,355,33,580,242,0.59
8.13,563,171,99,11,200,42,0.1
7.67,2970,549,639,107,870,273,0.93
7.79,931,305,121,56,390,42,0.2
8.02,622,201,92,46,200,53,1.09
7.9,1620,122,496,6,400,189,0.32
8.05,1420,336,230,106,225,219,0.19
8.2,675,244,71,19,210,53,0.41
7.64,927,244,138,42,240,92,0.3
7.73,1028,397,106,31,425,47,0.42
8.01,1035,214,191,58,250,122,0.41
8.2,1195,73,213,182,260,152,0.61
8.15,2090,122,567,125,410,294,0.39
7.35,5240,488,1383,192,1010,750,0.31
7.83,1431,451,163,124,430,144,2.31
7.89,2050,549,312,84,450,235,0.47
7.97,676,232,64,53,180,57,0.34
7.81,1781,470,256,93,430,190,1.16
7.46,2530,220,625,186,810,225,0.58
7.6,1151,287,170,15,300,86,0.74
7.85,1432,226,277,108,470,116,0.73
7.93,773,183,142,64,330,46,0.74
7.8,1891,384,316,91,60,412,1.23
7,612,159,46,94,160,86,0.61
7.4,712,121,121,74,85,87,1.34
8.02,590,244,46,8,180,39,0.21
7.55,937,305,106,36,350,51,0.81
8.21,1332,488,170,39,480,88,0.4
8.02,1206,549,85,50,170,224,1.3
7.91,344,134,28,26,130,21,0.35
8.17,1118,598,14,88,240,155,0.38
7.78,1375,659,78,45,260,220,1.5
8.12,1143,427,113,60,330,105,0.45
8.05,1050,525,35,48,280,125,0.93
8.06,426,232,21,6,170,28,0.2
7.39,951,451,57,28,380,53,null
7.66,707,305,50,40,320,23,0.33
7.73,443,146,21,26,155,34,0.32
7.87,496,256,14,21,150,54,2.05
7.79,428,195,28,13,130,46,0.42
7.31,291,73,28,23,100,18,null
7.99,821,390,28,35,315,33,0.25
7.86,650,268,21,20,310,9,0.34
7.24,287,116,21,13,120,15,0.42
7.74,186,67,14,7,75,13,0.39
7.73,745,366,21,8,390,8,0.43
8.04,629,336,21,12,315,5,0.47
7.82,175,73,14,6,70,11,null
7.86,494,220,28,22,250,10,0.56
8.24,474,171,36,10,220,9,0.1
8.17,536,256,7,5,260,null,null
7.98,384,110,43,38,140,26,0.11
8.21,336,171,14,6,160,8,null
7.44,180,61,21,7,75,6,0.81
7.11,1160,195,266,2,310,109,0.42
7.72,1640,372,337,2,580,100,0.1
7.65,836,207,103,56,200,58,0.26
7.45,960,92,230,25,345,57,0.08
7.73,1037,256,113,67,280,95,0.35
7.67,410,195,21,7,50,69,0.11
8,489,159,50,12,140,40,1.21
7.84,342,116,32,18,95,24,1.02
8.12,370,122,28,13,90,37,0.64
7.96,358,140,21,28,100,36,0.87
7.19,793,311,92,12,265,42,0.53
7.79,461,104,64,32,140,41,0.46
7.48,2050,378,312,140,685,139,0.05
8,884,256,110,91,325,39,0.37
7.92,678,305,60,24,260,35,0.63
8.12,515,268,14,7,220,13,1
8.15,2030,220,393,197,500,158,0.13
7.32,1280,134,152,252,250,115,0.17
7.7,1890,244,372,140,715,104,0.09
7.69,1520,195,216,203,445,108,0.47
7.81,1299,189,199,125,380,113,0.44
7.69,1177,116,131,271,385,106,0.17
8.15,1633,342,386,4,265,273,0.13
8.21,1025,390,142,34,220,131,0.11
8.05,750,439,21,15,140,122,0.13
8.29,1907,451,429,3,265,341,0.19
8.06,1060,476,113,3,85,227,0.24
7.47,1118,409,184,9,180,195,0.17
8.08,1040,403,135,38,275,133,0.15
8.02,844,409,85,4,100,163,0.18
7.97,1247,531,110,20,315,128,0.21
7.88,912,293,142,11,190,99,0.11
5.66,50,18,5,1,13,5,0.04
5.9,80,37,3,1,29,3,0.05
7.64,9980,1220,1156,2150,2270,1203,1.07
7.55,2530,610,337,147,555,341,1.41
7.54,970,476,32,34,360,60,0.43
7.74,2450,317,269,528,425,381,1.17
7.62,1840,439,245,130,500,173,1.05
6.98,950,360,79,39,292,83,0.16
7.48,1970,451,245,185,670,135,1.22
7.53,3220,293,624,368,1010,251,1.44
7.38,6640,976,475,1697,970,968,2.55
7.47,3270,1342,128,256,870,290,1.44
7.78,1090,354,85,105,395,79,0.73
7.81,1360,500,85,127,325,154,2.98
7.77,2560,610,294,236,620,235,3.52
7.29,5380,549,851,958,1660,496,null
7.58,1530,525,138,137,470,132,0.44
7.84,2750,610,277,466,370,475,4.01
7.58,1620,500,177,160,485,165,1.14
7.42,2390,488,305,249,805,170,0.58
7.85,2980,732,238,369,515,201,0.83
7.84,1260,403,149,60,395,97,0.55
7.48,4840,488,620,692,1755,277,0.73
7.86,4760,305,206,1688,925,580,0.37
7.75,860,305,85,54,310,61,0.32
7.52,850,275,106,36,335,45,0.58
7.96,2210,634,259,97,325,203,0.43
7.64,1430,659,121,40,405,171,1.47
7.35,1680,598,170,78,580,134,1.14
7.57,2290,854,170,83,710,173,1.21
7.85,1590,634,110,106,400,157,0.95
7.88,1010,488,43,47,290,106,1.46
8.09,1700,647,135,127,480,170,0.96
7.85,1110,549,50,35,255,109,0.9
7.94,690,366,21,19,230,46,0.74
7.82,2810,616,308,134,815,130,0.66
8.27,3820,311,808,502,800,510,0.21
7.62,8010,811,1269,761,1855,911,3.97
7.65,1790,464,252,74,670,90,0.43
7.62,4610,738,752,491,1180,445,0.3
8.13,1390,494,121,62,440,56,1.68
7.39,2140,604,181,129,745,148,0.59
7.84,6160,720,1351,590,1045,918,0.61
7.86,1060,384,99,45,210,132,2.48
7.66,8390,915,1964,496,2480,795,2.36
8.18,4630,964,585,270,715,570,1.06
8.29,380,177,25,14,130,28,0.5
7.79,3210,726,255,309,780,263,0.52
7.98,2640,738,269,158,595,313,0.53
7.84,2030,586,277,127,650,172,1.01
7.13,650,256,64,4,150,69,1
7.05,850,250,85,70,196,100,1.36
7.38,1470,586,104,73,556,115,0.92
7.27,1200,537,79,29,439,89,0.78
7.45,730,323,39,25,253,47,0.83
7.15,1390,488,111,65,494,93,0.66
7.51,1380,561,101,58,464,117,1.78
7.34,1550,439,153,86,551,91,0.89
7.21,780,360,30,38,253,64,1.24
7.42,1010,354,83,68,285,111,3.59
7.11,3210,683,488,253,898,304,1.04
7.22,2480,610,282,168,830,99,0.51
7.34,1850,390,242,167,502,191,2.21
7.52,1520,561,140,50,393,120,0.52
7.7,1430,500,130,60,419,134,0.93
7.84,2187,403,199,382,490,236,2.5
8.05,3010,219,806,81,1301,108,0.2
8.19,2046,903,163,10,430,266,3.9
8.27,6481,879,1404,154,871,550,1.8
7.9,1046,561,71,51,400,97,0.93
7.91,963,366,99,110,320,107,0.42
7.92,5255,453,1188,602,1091,783,1.27
7.96,6234,172,1957,157,1902,564,0.2
7.88,2390,281,581,28,831,205,0.5
7.36,1976,286,433,117,540,167,1.68
7.49,6879,207,736,1682,2251,457,0.71
7.8,2868,757,121,576,380,490,0.82
8.14,1077,171,220,72,267,108,0.89
8.12,4562,366,1078,377,1371,421,0.65
7.9,3031,1135,190,362,314,629,3.15
7.57,1205,532,76,94,451,106,0.13
7.75,1416,565,58,250,422,180,0.22
7.95,1410,610,71,168,250,250,0.86
7.76,1126,183,121,240,310,160,0.95
7.67,912,160,12,10,134,15,0.12
7.42,640,344,20,15,269,31,0.47
7.41,1190,343,220,57,448,78,0.25
8.21,782,366,30,11,290,34,0.26
7.89,1893,476,350,74,805,92,0.32
8.08,667,281,25,16,225,38,0.81
7.83,512,226,25,22,225,15,0.4
7.87,926,384,80,23,305,72,0.49
8.02,588,275,32,3,235,32,0.56
7.99,905,360,62,20,355,43,0.56
8.09,785,366,47,36,361,24,0.69
7.82,2110,647,222,30,570,135,0.12
7.57,1310,345,173,60,322,132,0.31
7.73,512,207,27,26,235,15,0.12
7.89,745,354,37,12,305,21,0.56
7.89,1227,470,82,30,410,65,1.13
8.01,846,476,22,5,395,18,0.23
7.9,921,348,67,46,335,45,0.86
7.52,1664,512,178,48,300,244,0.21
7.56,1199,354,146,19,435,47,0.12
7.46,1163,458,110,16,415,82,0.9
7.81,1284,439,121,47,450,76,0.53
7.93,899,360,75,68,345,62,0.43
7.92,1087,354,114,60,450,29,0.22
7.57,958,311,103,29,255,69,0.4
7.86,200,18,18,47,45,20,0.89
7.81,516,140,57,47,215,14,0.11
7.82,160,24,7,44,40,13,0.76
7.94,220,49,14,44,90,9,0.15
7.91,234,55,14,43,90,12,0.34
7.4,395,171,28,12,135,27,null
8.1,770,195,103,54,215,61,0.2
7.23,4810,827,485,840,1745,215,0.21
8,1293,494,124,13,255,147,0.8
7.46,1163,458,110,16,415,82,0.9
7.59,491,134,43,89,150,42,0.2
7.72,466,128,14,63,215,9,0.3
7.66,849,244,89,73,300,59,0.4
7.46,1163,458,110,16,415,82,0.9
7.87,828,238,138,37,230,75,0.41
7.34,720,220,92,10,245,44,0.09
7.52,225,98,14,7,85,10,0.17
7.3,172,85,14,1,75,9,null
7.72,851,415,53,51,340,48,0.02
7.76,882,293,89,21,265,72,0.1
7.75,886,360,64,36,275,63,0.09
7.93,1784,573,227,48,525,190,0.2
7.4,1118,311,121,47,360,54,0.1
7.92,910,311,78,44,330,44,0.09
7.6,575,177,85,11,230,25,null
7.53,396,189,14,26,130,29,0.21
7.48,790,220,99,27,260,56,0.1
7.88,476,189,32,33,195,23,0.2
7.56,894,281,82,38,345,45,0.24
7.68,1065,287,181,71,370,60,0.3
8.06,504,189,53,5,205,18,0.98
8.06,504,189,53,5,205,18,0.98
7.42,164,43,14,1,70,3,0.76
7.9,369,159,28,2,125,17,0.09
7.64,372,98,21,22,105,28,0.56
7.94,572,250,57,7,225,27,1.38
7.76,313,159,21,2,95,23,0.64
7.6,671,238,82,11,210,29,0.45
7.72,392,98,36,17,165,13,1.41
7.53,396,189,14,26,130,29,0.21
7.48,509,207,46,18,135,53,0.15
7.49,672,293,60,13,235,51,0.18
7.5,720,360,32,15,310,18,0.06
7.2,120,43,11,2,35,9,0.46
7.35,56,12,4,1,15,2,0.26
7.17,230,73,21,5,80,8,1.31
7.1,150,73,11,1,60,2,0.78
7.41,398,128,36,7,125,14,0.09
6.75,255,67,32,2,75,21,0.76
7.09,882,250,128,20,325,46,0.35
7.97,1004,409,96,19,255,114,0.98
7.11,469,140,57,3,130,20,0.98
8.05,946,378,67,16,365,40,0.31
6.81,99,37,7,1,35,4,0.98
7.57,368,189,14,3,175,9,0.26
7.58,209,73,21,3,65,11,1.41
7.3,325,110,14,3,75,33,0.09
6.92,218,73,14,1,65,11,1.41
7.22,252,146,11,1,100,7,0.13
7.35,96,43,7,1,35,4,0.88
7.06,219,37,36,1,70,10,1.3
7.94,286,128,25,1,120,5,0.67
8.15,293,165,14,1,130,14,0.38
7.94,625,226,75,11,250,21,0.52
7.45,172,24,7,52,60,9,0.35
7.88,476,189,32,33,195,23,0.2
7.9,440,140,18,48,170,10,1.38
7.41,639,122,96,53,240,32,0.11
7.98,408,189,28,3,140,32,0.39
8.28,346,232,7,1,195,2,0.67
7.8,295,85,36,2,115,10,0.29
7.8,295,85,36,2,115,10,0.29
7.58,187,37,14,52,80,10,0.31
7.93,594,311,28,2,105,92,0.8
8.18,676,287,50,8,115,105,3.59
7.56,353,110,28,53,155,11,0.45
7.4,187,37,18,31,35,18,2.76
7.54,213,37,4,52,70,9,0.34
8.04,833,311,78,8,235,72,0.3
7.85,700,329,53,2,235,53,0.37
7.81,144,55,11,15,50,5,0.17
7.45,228,67,11,51,95,9,0.49
7.5,820,317,60,17,340,27,0.21
7.81,605,317,57,17,215,57,0.88
7.26,354,110,43,5,115,27,0.1
7.45,70,24,7,1,30,1,1.38
7.45,70,24,7,1,30,1,1.38
7.29,275,92,32,3,90,12,0.3
7.29,275,92,32,3,90,12,0.3
7.54,256,67,39,1,85,19,0.37
7.54,256,67,39,1,85,19,0.37
7.84,824,451,32,7,270,67,0.39
7.95,323,110,39,6,85,22,1.3
7.95,323,110,39,6,85,22,1.3
7.4,592,159,78,26,130,56,1.41
